surrogate_key,natural_key,sku,product_name,price,brand,material,shape,dimension,origin,quantity_available,product_url,id_config,dt_extract,dt_load,dt_load_to_dw,dt_last_update,dt_dim
352,ARMANI EXCHANGE AX3078F-AX3078F 53 8158,AX3078F 53 8158,ARMANI EXCHANGE AX3078F,2860000,ARMANI EXCHANGE,Titanium/ Nhựa,Mắt mèo,53-17-140,Trung,2,https://kinhmatviettin.vn/products/armani-exchange-ax3078f-53-8158,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
353,BENTLEY B-1919/2-B-1919/2  CEN1240,B-1919/2  CEN1240,BENTLEY B-1919/2,25000000,BENTLEY,Titanium/ Mạ vàng,Chữ nhật,54-19-140,Nhật,1,https://kinhmatviettin.vn/products/bentley-b-19192-col01-cen1240,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
354,BENTLEY B8028-B8028 COL.5 V808767,B8028 COL.5 V808767,BENTLEY B8028,26000000,BENTLEY,Titanium/ Mạ vàng,Chữ nhật,57-17-145,Nhật,1,https://kinhmatviettin.vn/products/bentley-b8028-col5-v808767,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
355,BENTLEY GOLD 18KT B007-B007 RG750,B007 RG750,BENTLEY GOLD 18KT B007,368500000,BENTLEY,Vàng 18K nguyên khối,Chữ nhật,53-18-145,Đức,1,https://kinhmatviettin.vn/products/bentley-gold-18kt-b007-rg750,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
356,TOMFORD TF5928DB-TF5928DB 53 001,TF5928DB 53 001,TOMFORD TF5928DB,9200000,TOMFORD,Nhựa /Titanium,Chữ nhật,53-19-145,ý,4,https://kinhmatviettin.vn/products/tomford-tf5928db-53-001,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
357,GUCCI GG1159OA-GG1159OA 56 002,GG1159OA 56 002,GUCCI GG1159OA,11900000,GUCCI,Nhựa /Kim loại,Chữ nhật,56-15-145,Ý,1,https://kinhmatviettin.vn/products/gucci-gg1159oa-56-002,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
358,GUCCI GG1159O-GG1159O 56 003,GG1159O 56 003,GUCCI GG1159O,11900000,GUCCI,Nhựa/ Kim loại,Chữ nhật,56-17-145,Ý,2,https://kinhmatviettin.vn/products/gucci-gg1159o-56-003,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
359,CHROME HEART SEXCEL BK/GP-BK/GP,BK/GP,CHROME HEART SEXCEL BK/GP,31500000,CHROME HEART,Mạ vàng,Chữ nhật,48-21-146,Nhật,1,https://kinhmatviettin.vn/products/chrome-heart-sexcel-bkgp-10625588,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
360,ZEISS ZS 40009-40009 55 F010,40009 55 F010,ZEISS ZS 40009,4600000,ZEISS,Titanium,Chữ nhật,55-18-140,Trung,1,https://kinhmatviettin.vn/products/zeiss-zs-40009-55-f010,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
361,CHOPARD VCHL46J-VCHL46J 55 0300,VCHL46J 55 0300,CHOPARD VCHL46J,21800000,CHOPARD,Mạ vàng,Chữ nhật,55-18-145,Trung,5,https://kinhmatviettin.vn/products/chopard-vchl46j-55-0300,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
362,CHOPARD VCHG43J-VCHG43J 58 COL.0594,VCHG43J 58 COL.0594,CHOPARD VCHG43J,18900000,CHOPARD,Mạ vàng,Chữ nhật,58-16-145,Trung,8,https://kinhmatviettin.vn/products/chopard-vchg43j-58-col0594,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
363,CHOPARD SOLIDGOLD 18K VCHG92J-VCHG92J 55 COL.0100,VCHG92J 55 COL.0100,CHOPARD SOLIDGOLD 18K VCHG92J,180000000,CHOPARD,Vàng 18k nguyên khối,Chữ nhật,55-18-145,Trung,1,https://kinhmatviettin.vn/products/chopard-solidgold-18k-vchg92j-55-col0100,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
364,LEE COOPER TF3421-TF3421 54 1M,TF3421 54 1M,LEE COOPER TF3421,3240000,LEECOOPER,Nhựa /Titanium,Chữ nhật,54-18-145,Trung,2,https://kinhmatviettin.vn/products/lee-cooper-tf3421-54-1m,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
365,LEE COOPER TF3264-TF3264 53 1M. 1M/2L,TF3264 53 1M. 1M/2L,LEE COOPER TF3264,3180000,LEECOOPER,Nhựa /Titanium,Vuông,53-19-145,Trung,3,https://kinhmatviettin.vn/products/lee-cooper-tf3264-1m,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
366,LEE COOPER TF3262-TF3262 53 1,TF3262 53 1,LEE COOPER TF3262,3180000,LEECOOPER,Nhựa /Titanium,Chữ nhật,53-18-145,Trung,14,https://kinhmatviettin.vn/products/lee-cooper-tf3262-53-1,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
367,POLICE VPLN17-VPLN17 54 0700,VPLN17 54 0700,POLICE VPLN17,3700000,POLICE,Nhựa / Titanium,Chữ nhật,54-17-145,Trung,5,https://kinhmatviettin.vn/products/police-vpln17-54-0700,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
368,POLICE VPLF80-VPLF80 0700,VPLF80 0700,POLICE VPLF80,4200000,POLICE,Nhựa/ Titanium,Chữ nhật,55-17-145,Trung,4,https://kinhmatviettin.vn/products/police-vplf80-0700,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
369,POLICE VPLF24J-VPLF24J 53 0302,VPLF24J 53 0302,POLICE VPLF24J,4100000,POLICE,Nhựa/Titanium,Chữ nhật,53-19-145,Trung,6,https://kinhmatviettin.vn/products/police-vplf24j-53-0302,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
370,POLICE VPLE32J-VPLE32J 0S15,VPLE32J 0S15,POLICE VPLE32J,3900000,POLICE,Titanium,Chữ nhật,53-18-145,Trung,4,https://kinhmatviettin.vn/products/police-vple32j-0s15,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
412,MINIMA M7 7902/F939-M7 7902/F939,M7 7902/F939,MINIMA M7 7902/F939,55555,MINIMA,Titanium,Chữ nhật,54-19-148,Pháp,13,https://kinhmatviettin.vn/products/minima-m7-7902f939,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
371,POLICE VPLD11-VPLD11 0700,VPLD11 0700,POLICE VPLD11,4100000,POLICE,Nhựa / Titanium,Vuông,55-18-145,Trung,8,https://kinhmatviettin.vn/products/police-vpld11-0700,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
372,POLICE VPLD05-VPLD05 0V30,VPLD05 0V30,POLICE VPLD05,3900000,POLICE,Nhựa /Titanium,Vuông,55-18-145,Trung,5,https://kinhmatviettin.vn/products/police-vpld05-0v30,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
373,CHOPARD SOLIDGOLD 18KT VCHG19J 0100-18KT VCHG19J 0100,18KT VCHG19J 0100,CHOPARD SOLIDGOLD 18KT VCHG19J 0100,185000000,CHOPARD,Mạ vàng,Chữ nhật,55-17-145,Nhật,2,https://kinhmatviettin.vn/products/chopard-solidgold-18kt-vchg19j-0100,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
374,PORSCHE DESINGN GOLD 18K P8181_A-GOLD 18 K  P8181_A,GOLD 18 K  P8181_A,PORSCHE DESINGN GOLD 18K P8181_A,230000000,PORSCHE DESIGN,Gold 18k/ PT 900 Platinum,Chữ nhật,56-15-145,Nhật,7,https://kinhmatviettin.vn/products/porsche-desingn-gold-18-k-p8181-a,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
375,GERARD VUILLET HAMPTONP COL30-HAMPTONP COL30,HAMPTONP COL30,GERARD VUILLET HAMPTONP COL30,20680000,GERARD VUILLET,Mạ vàng,Chữ nhật,54-21,Pháp,10,https://kinhmatviettin.vn/products/gerard-vuillet-hamptonp-col30,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
376,GERARD VUILLET CLUBP COL30-CLUBP COL30,CLUBP COL30,GERARD VUILLET CLUBP COL30,19680000,GERARD VUILLET,Mạ vàng,Chữ nhật,53-21,Pháp,7,https://kinhmatviettin.vn/products/gerard-vuillet-clubp-col30,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
377,STEPPER SI-50232-SI-50232 51 F019,SI-50232 51 F019,STEPPER SI-50232,2600000,STEPPER,Titanium,Chữ nhật,52-16,Trung,3,https://kinhmatviettin.vn/products/stepper-si-50232-51-f019,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
378,STEPPER SI-50067-SI-50067 53 F019,SI-50067 53 F019,STEPPER SI-50067,2600000,STEPPER,Titanium,Chữ nhật,52-17-135,Trung,3,https://kinhmatviettin.vn/products/stepper-si-50067-53-f019,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
379,STEPPER SA-71011-SA-71011 56 F010,SA-71011 56 F010,STEPPER SA-71011,3350000,STEPPER,Titanium,Chữ nhật,56-16-145,Trung,4,https://kinhmatviettin.vn/products/stepper-sa-71011-56-f010,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
380,PARIM 83441-83441 51 W1,83441 51 W1,PARIM 83441,1590000,PARIM,Nhựa/kim loại,Đa giác,51-19-147,Trung,6,https://kinhmatviettin.vn/products/parim-83441-51-w1,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
381,JILLSTUART JL99002-JL99002 51,JL99002 51,JILLSTUART JL99002,2600000,JILL STUART,Titanium/ Nhựa,Tròn,51-20-145,Trung,1,https://kinhmatviettin.vn/products/jillstuart-jl99002-51-c02,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
382,HELEN KELLER H83020-H83020 54,H83020 54,HELEN KELLER H83020,1200000,HELEN KELLER,Nhựa/kim loại,Vuông,54-150,Trung,3,https://kinhmatviettin.vn/products/helen-keller-h83020-54-c1m2,1,2024-12-02,2024-12-02,2024-12-02,9999-12-31,7276
